text_id,passage_id,condition,author_id,author_name,work_id,work_title,qc_status,qc_flags,split
DICKENS_OLIVER_TWIST_007__paraphrase,DICKENS_OLIVER_TWIST_007,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,warning,length_soft_warning,train
DICKENS_OLIVER_TWIST_007__modernize,DICKENS_OLIVER_TWIST_007,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_007__simplify,DICKENS_OLIVER_TWIST_007,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_008__original,DICKENS_OLIVER_TWIST_008,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_008__paraphrase,DICKENS_OLIVER_TWIST_008,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_008__modernize,DICKENS_OLIVER_TWIST_008,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_008__simplify,DICKENS_OLIVER_TWIST_008,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_009__original,DICKENS_OLIVER_TWIST_009,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_009__paraphrase,DICKENS_OLIVER_TWIST_009,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,warning,length_soft_warning,train
DICKENS_OLIVER_TWIST_009__modernize,DICKENS_OLIVER_TWIST_009,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_009__simplify,DICKENS_OLIVER_TWIST_009,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_010__original,DICKENS_OLIVER_TWIST_010,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_010__paraphrase,DICKENS_OLIVER_TWIST_010,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_010__modernize,DICKENS_OLIVER_TWIST_010,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_010__simplify,DICKENS_OLIVER_TWIST_010,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_011__original,DICKENS_OLIVER_TWIST_011,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_011__paraphrase,DICKENS_OLIVER_TWIST_011,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_011__modernize,DICKENS_OLIVER_TWIST_011,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_011__simplify,DICKENS_OLIVER_TWIST_011,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_012__original,DICKENS_OLIVER_TWIST_012,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_012__paraphrase,DICKENS_OLIVER_TWIST_012,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_012__modernize,DICKENS_OLIVER_TWIST_012,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_012__simplify,DICKENS_OLIVER_TWIST_012,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,train
DICKENS_OLIVER_TWIST_013__original,DICKENS_OLIVER_TWIST_013,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_013__paraphrase,DICKENS_OLIVER_TWIST_013,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_013__modernize,DICKENS_OLIVER_TWIST_013,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_013__simplify,DICKENS_OLIVER_TWIST_013,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_014__original,DICKENS_OLIVER_TWIST_014,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_014__paraphrase,DICKENS_OLIVER_TWIST_014,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_014__modernize,DICKENS_OLIVER_TWIST_014,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_014__simplify,DICKENS_OLIVER_TWIST_014,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_015__original,DICKENS_OLIVER_TWIST_015,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_015__paraphrase,DICKENS_OLIVER_TWIST_015,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_015__modernize,DICKENS_OLIVER_TWIST_015,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_015__simplify,DICKENS_OLIVER_TWIST_015,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_016__original,DICKENS_OLIVER_TWIST_016,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_016__paraphrase,DICKENS_OLIVER_TWIST_016,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_016__modernize,DICKENS_OLIVER_TWIST_016,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_016__simplify,DICKENS_OLIVER_TWIST_016,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_017__original,DICKENS_OLIVER_TWIST_017,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_017__paraphrase,DICKENS_OLIVER_TWIST_017,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,warning,length_hard_warning,validation
DICKENS_OLIVER_TWIST_017__modernize,DICKENS_OLIVER_TWIST_017,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,warning,length_soft_warning,validation
DICKENS_OLIVER_TWIST_017__simplify,DICKENS_OLIVER_TWIST_017,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,warning,length_soft_warning,validation
DICKENS_OLIVER_TWIST_018__original,DICKENS_OLIVER_TWIST_018,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_018__paraphrase,DICKENS_OLIVER_TWIST_018,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_018__modernize,DICKENS_OLIVER_TWIST_018,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_018__simplify,DICKENS_OLIVER_TWIST_018,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_019__original,DICKENS_OLIVER_TWIST_019,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_019__paraphrase,DICKENS_OLIVER_TWIST_019,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_019__modernize,DICKENS_OLIVER_TWIST_019,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_019__simplify,DICKENS_OLIVER_TWIST_019,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_020__original,DICKENS_OLIVER_TWIST_020,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_020__paraphrase,DICKENS_OLIVER_TWIST_020,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_020__modernize,DICKENS_OLIVER_TWIST_020,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_020__simplify,DICKENS_OLIVER_TWIST_020,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_021__original,DICKENS_OLIVER_TWIST_021,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_021__paraphrase,DICKENS_OLIVER_TWIST_021,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_021__modernize,DICKENS_OLIVER_TWIST_021,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_021__simplify,DICKENS_OLIVER_TWIST_021,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,validation
DICKENS_OLIVER_TWIST_022__original,DICKENS_OLIVER_TWIST_022,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_022__paraphrase,DICKENS_OLIVER_TWIST_022,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_022__modernize,DICKENS_OLIVER_TWIST_022,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_022__simplify,DICKENS_OLIVER_TWIST_022,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_023__original,DICKENS_OLIVER_TWIST_023,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_023__paraphrase,DICKENS_OLIVER_TWIST_023,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,warning,length_soft_warning,test
DICKENS_OLIVER_TWIST_023__modernize,DICKENS_OLIVER_TWIST_023,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_023__simplify,DICKENS_OLIVER_TWIST_023,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,warning,length_hard_warning,test
DICKENS_OLIVER_TWIST_024__original,DICKENS_OLIVER_TWIST_024,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_024__paraphrase,DICKENS_OLIVER_TWIST_024,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_024__modernize,DICKENS_OLIVER_TWIST_024,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_024__simplify,DICKENS_OLIVER_TWIST_024,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_025__original,DICKENS_OLIVER_TWIST_025,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_025__paraphrase,DICKENS_OLIVER_TWIST_025,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_025__modernize,DICKENS_OLIVER_TWIST_025,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_025__simplify,DICKENS_OLIVER_TWIST_025,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_026__original,DICKENS_OLIVER_TWIST_026,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_026__paraphrase,DICKENS_OLIVER_TWIST_026,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_026__modernize,DICKENS_OLIVER_TWIST_026,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_026__simplify,DICKENS_OLIVER_TWIST_026,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_027__original,DICKENS_OLIVER_TWIST_027,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_027__paraphrase,DICKENS_OLIVER_TWIST_027,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_027__modernize,DICKENS_OLIVER_TWIST_027,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_027__simplify,DICKENS_OLIVER_TWIST_027,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_028__original,DICKENS_OLIVER_TWIST_028,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_028__paraphrase,DICKENS_OLIVER_TWIST_028,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_028__modernize,DICKENS_OLIVER_TWIST_028,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_028__simplify,DICKENS_OLIVER_TWIST_028,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_029__original,DICKENS_OLIVER_TWIST_029,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_029__paraphrase,DICKENS_OLIVER_TWIST_029,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_029__modernize,DICKENS_OLIVER_TWIST_029,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_029__simplify,DICKENS_OLIVER_TWIST_029,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_030__original,DICKENS_OLIVER_TWIST_030,original,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_030__paraphrase,DICKENS_OLIVER_TWIST_030,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_030__modernize,DICKENS_OLIVER_TWIST_030,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
DICKENS_OLIVER_TWIST_030__simplify,DICKENS_OLIVER_TWIST_030,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,test
POE_WORKS_VOLUME_1_001__original,POE_WORKS_VOLUME_1_001,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_001__paraphrase,POE_WORKS_VOLUME_1_001,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_001__modernize,POE_WORKS_VOLUME_1_001,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_001__simplify,POE_WORKS_VOLUME_1_001,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_002__original,POE_WORKS_VOLUME_1_002,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_002__paraphrase,POE_WORKS_VOLUME_1_002,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_002__modernize,POE_WORKS_VOLUME_1_002,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_002__simplify,POE_WORKS_VOLUME_1_002,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_003__original,POE_WORKS_VOLUME_1_003,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_003__paraphrase,POE_WORKS_VOLUME_1_003,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_hard_warning,train
POE_WORKS_VOLUME_1_003__modernize,POE_WORKS_VOLUME_1_003,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_003__simplify,POE_WORKS_VOLUME_1_003,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_hard_warning,train
POE_WORKS_VOLUME_1_004__original,POE_WORKS_VOLUME_1_004,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_004__paraphrase,POE_WORKS_VOLUME_1_004,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_hard_warning,train
POE_WORKS_VOLUME_1_004__modernize,POE_WORKS_VOLUME_1_004,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_soft_warning,train
POE_WORKS_VOLUME_1_004__simplify,POE_WORKS_VOLUME_1_004,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_hard_warning,train
POE_WORKS_VOLUME_1_005__original,POE_WORKS_VOLUME_1_005,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_005__paraphrase,POE_WORKS_VOLUME_1_005,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_hard_warning,train
POE_WORKS_VOLUME_1_005__modernize,POE_WORKS_VOLUME_1_005,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_soft_warning,train
POE_WORKS_VOLUME_1_005__simplify,POE_WORKS_VOLUME_1_005,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_hard_warning,train
POE_WORKS_VOLUME_1_006__original,POE_WORKS_VOLUME_1_006,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_006__paraphrase,POE_WORKS_VOLUME_1_006,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_006__modernize,POE_WORKS_VOLUME_1_006,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_006__simplify,POE_WORKS_VOLUME_1_006,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_007__original,POE_WORKS_VOLUME_1_007,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_007__paraphrase,POE_WORKS_VOLUME_1_007,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_hard_warning,train
POE_WORKS_VOLUME_1_007__modernize,POE_WORKS_VOLUME_1_007,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_soft_warning,train
POE_WORKS_VOLUME_1_007__simplify,POE_WORKS_VOLUME_1_007,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_hard_warning,train
POE_WORKS_VOLUME_1_008__original,POE_WORKS_VOLUME_1_008,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_008__paraphrase,POE_WORKS_VOLUME_1_008,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_008__modernize,POE_WORKS_VOLUME_1_008,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_008__simplify,POE_WORKS_VOLUME_1_008,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_009__original,POE_WORKS_VOLUME_1_009,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_009__paraphrase,POE_WORKS_VOLUME_1_009,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_009__modernize,POE_WORKS_VOLUME_1_009,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_009__simplify,POE_WORKS_VOLUME_1_009,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_010__original,POE_WORKS_VOLUME_1_010,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_010__paraphrase,POE_WORKS_VOLUME_1_010,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_010__modernize,POE_WORKS_VOLUME_1_010,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_soft_warning,train
POE_WORKS_VOLUME_1_010__simplify,POE_WORKS_VOLUME_1_010,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_soft_warning,train
POE_WORKS_VOLUME_1_011__original,POE_WORKS_VOLUME_1_011,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_011__paraphrase,POE_WORKS_VOLUME_1_011,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_soft_warning,train
POE_WORKS_VOLUME_1_011__modernize,POE_WORKS_VOLUME_1_011,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_011__simplify,POE_WORKS_VOLUME_1_011,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_soft_warning,train
POE_WORKS_VOLUME_1_012__original,POE_WORKS_VOLUME_1_012,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_012__paraphrase,POE_WORKS_VOLUME_1_012,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_012__modernize,POE_WORKS_VOLUME_1_012,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_012__simplify,POE_WORKS_VOLUME_1_012,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_013__original,POE_WORKS_VOLUME_1_013,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_013__paraphrase,POE_WORKS_VOLUME_1_013,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_013__modernize,POE_WORKS_VOLUME_1_013,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_013__simplify,POE_WORKS_VOLUME_1_013,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_014__original,POE_WORKS_VOLUME_1_014,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_014__paraphrase,POE_WORKS_VOLUME_1_014,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_014__modernize,POE_WORKS_VOLUME_1_014,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_014__simplify,POE_WORKS_VOLUME_1_014,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_015__original,POE_WORKS_VOLUME_1_015,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_015__paraphrase,POE_WORKS_VOLUME_1_015,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_015__modernize,POE_WORKS_VOLUME_1_015,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_015__simplify,POE_WORKS_VOLUME_1_015,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_016__original,POE_WORKS_VOLUME_1_016,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_016__paraphrase,POE_WORKS_VOLUME_1_016,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_hard_warning,train
POE_WORKS_VOLUME_1_016__modernize,POE_WORKS_VOLUME_1_016,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_soft_warning,train
POE_WORKS_VOLUME_1_016__simplify,POE_WORKS_VOLUME_1_016,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_soft_warning,train
POE_WORKS_VOLUME_1_017__original,POE_WORKS_VOLUME_1_017,original,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_017__paraphrase,POE_WORKS_VOLUME_1_017,paraphrase,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_017__modernize,POE_WORKS_VOLUME_1_017,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
POE_WORKS_VOLUME_1_017__simplify,POE_WORKS_VOLUME_1_017,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,train
