text_id,passage_id,condition,true_author,centroid_author,burrows_delta,is_true_author_centroid,is_nearest_centroid,nearest_centroid_author,nearest_centroid_correct
TWAIN_TOM_SAWYER_017__original,TWAIN_TOM_SAWYER_017,original,twain,wilde,0.703283793,0,0,twain,1
TWAIN_TOM_SAWYER_018__original,TWAIN_TOM_SAWYER_018,original,twain,austen,0.866196214,0,0,wilde,0
TWAIN_TOM_SAWYER_018__original,TWAIN_TOM_SAWYER_018,original,twain,dickens,0.660839814,0,0,wilde,0
TWAIN_TOM_SAWYER_018__original,TWAIN_TOM_SAWYER_018,original,twain,poe,0.739703816,0,0,wilde,0
TWAIN_TOM_SAWYER_018__original,TWAIN_TOM_SAWYER_018,original,twain,shelley,0.763751376,0,0,wilde,0
TWAIN_TOM_SAWYER_018__original,TWAIN_TOM_SAWYER_018,original,twain,twain,0.663157915,1,0,wilde,0
TWAIN_TOM_SAWYER_018__original,TWAIN_TOM_SAWYER_018,original,twain,wilde,0.649988966,0,1,wilde,0
TWAIN_TOM_SAWYER_019__original,TWAIN_TOM_SAWYER_019,original,twain,austen,0.73259164,0,0,shelley,0
TWAIN_TOM_SAWYER_019__original,TWAIN_TOM_SAWYER_019,original,twain,dickens,0.683882859,0,0,shelley,0
TWAIN_TOM_SAWYER_019__original,TWAIN_TOM_SAWYER_019,original,twain,poe,0.681945187,0,0,shelley,0
TWAIN_TOM_SAWYER_019__original,TWAIN_TOM_SAWYER_019,original,twain,shelley,0.668001212,0,1,shelley,0
TWAIN_TOM_SAWYER_019__original,TWAIN_TOM_SAWYER_019,original,twain,twain,0.685080362,1,0,shelley,0
TWAIN_TOM_SAWYER_019__original,TWAIN_TOM_SAWYER_019,original,twain,wilde,0.673339019,0,0,shelley,0
TWAIN_TOM_SAWYER_020__original,TWAIN_TOM_SAWYER_020,original,twain,austen,0.898715299,0,0,dickens,0
TWAIN_TOM_SAWYER_020__original,TWAIN_TOM_SAWYER_020,original,twain,dickens,0.669724165,0,1,dickens,0
TWAIN_TOM_SAWYER_020__original,TWAIN_TOM_SAWYER_020,original,twain,poe,0.681048902,0,0,dickens,0
TWAIN_TOM_SAWYER_020__original,TWAIN_TOM_SAWYER_020,original,twain,shelley,0.741298915,0,0,dickens,0
TWAIN_TOM_SAWYER_020__original,TWAIN_TOM_SAWYER_020,original,twain,twain,0.787343395,1,0,dickens,0
TWAIN_TOM_SAWYER_020__original,TWAIN_TOM_SAWYER_020,original,twain,wilde,0.726406447,0,0,dickens,0
TWAIN_TOM_SAWYER_021__original,TWAIN_TOM_SAWYER_021,original,twain,austen,0.95929585,0,0,twain,1
TWAIN_TOM_SAWYER_021__original,TWAIN_TOM_SAWYER_021,original,twain,dickens,0.82037845,0,0,twain,1
TWAIN_TOM_SAWYER_021__original,TWAIN_TOM_SAWYER_021,original,twain,poe,0.750358559,0,0,twain,1
TWAIN_TOM_SAWYER_021__original,TWAIN_TOM_SAWYER_021,original,twain,shelley,0.863443774,0,0,twain,1
TWAIN_TOM_SAWYER_021__original,TWAIN_TOM_SAWYER_021,original,twain,twain,0.718653978,1,1,twain,1
TWAIN_TOM_SAWYER_021__original,TWAIN_TOM_SAWYER_021,original,twain,wilde,0.832578882,0,0,twain,1
TWAIN_TOM_SAWYER_022__original,TWAIN_TOM_SAWYER_022,original,twain,austen,0.777023571,0,0,twain,1
TWAIN_TOM_SAWYER_022__original,TWAIN_TOM_SAWYER_022,original,twain,dickens,0.608125459,0,0,twain,1
TWAIN_TOM_SAWYER_022__original,TWAIN_TOM_SAWYER_022,original,twain,poe,0.706445186,0,0,twain,1
TWAIN_TOM_SAWYER_022__original,TWAIN_TOM_SAWYER_022,original,twain,shelley,0.732135525,0,0,twain,1
TWAIN_TOM_SAWYER_022__original,TWAIN_TOM_SAWYER_022,original,twain,twain,0.553720496,1,1,twain,1
TWAIN_TOM_SAWYER_022__original,TWAIN_TOM_SAWYER_022,original,twain,wilde,0.604269749,0,0,twain,1
TWAIN_TOM_SAWYER_023__original,TWAIN_TOM_SAWYER_023,original,twain,austen,0.860288843,0,0,twain,1
TWAIN_TOM_SAWYER_023__original,TWAIN_TOM_SAWYER_023,original,twain,dickens,0.677673147,0,0,twain,1
TWAIN_TOM_SAWYER_023__original,TWAIN_TOM_SAWYER_023,original,twain,poe,0.793237667,0,0,twain,1
TWAIN_TOM_SAWYER_023__original,TWAIN_TOM_SAWYER_023,original,twain,shelley,0.80350753,0,0,twain,1
TWAIN_TOM_SAWYER_023__original,TWAIN_TOM_SAWYER_023,original,twain,twain,0.59967275,1,1,twain,1
TWAIN_TOM_SAWYER_023__original,TWAIN_TOM_SAWYER_023,original,twain,wilde,0.648841621,0,0,twain,1
TWAIN_TOM_SAWYER_024__original,TWAIN_TOM_SAWYER_024,original,twain,austen,0.80256322,0,0,twain,1
TWAIN_TOM_SAWYER_024__original,TWAIN_TOM_SAWYER_024,original,twain,dickens,0.737010615,0,0,twain,1
TWAIN_TOM_SAWYER_024__original,TWAIN_TOM_SAWYER_024,original,twain,poe,0.681394286,0,0,twain,1
TWAIN_TOM_SAWYER_024__original,TWAIN_TOM_SAWYER_024,original,twain,shelley,0.748302975,0,0,twain,1
TWAIN_TOM_SAWYER_024__original,TWAIN_TOM_SAWYER_024,original,twain,twain,0.618323567,1,1,twain,1
TWAIN_TOM_SAWYER_024__original,TWAIN_TOM_SAWYER_024,original,twain,wilde,0.689689673,0,0,twain,1
TWAIN_TOM_SAWYER_025__original,TWAIN_TOM_SAWYER_025,original,twain,austen,0.839221659,0,0,twain,1
TWAIN_TOM_SAWYER_025__original,TWAIN_TOM_SAWYER_025,original,twain,dickens,0.692643863,0,0,twain,1
TWAIN_TOM_SAWYER_025__original,TWAIN_TOM_SAWYER_025,original,twain,poe,0.865882049,0,0,twain,1
TWAIN_TOM_SAWYER_025__original,TWAIN_TOM_SAWYER_025,original,twain,shelley,0.721513442,0,0,twain,1
TWAIN_TOM_SAWYER_025__original,TWAIN_TOM_SAWYER_025,original,twain,twain,0.548864629,1,1,twain,1
TWAIN_TOM_SAWYER_025__original,TWAIN_TOM_SAWYER_025,original,twain,wilde,0.720233332,0,0,twain,1
TWAIN_TOM_SAWYER_026__original,TWAIN_TOM_SAWYER_026,original,twain,austen,0.935532888,0,0,twain,1
TWAIN_TOM_SAWYER_026__original,TWAIN_TOM_SAWYER_026,original,twain,dickens,0.792076844,0,0,twain,1
TWAIN_TOM_SAWYER_026__original,TWAIN_TOM_SAWYER_026,original,twain,poe,0.863586162,0,0,twain,1
TWAIN_TOM_SAWYER_026__original,TWAIN_TOM_SAWYER_026,original,twain,shelley,0.85073224,0,0,twain,1
TWAIN_TOM_SAWYER_026__original,TWAIN_TOM_SAWYER_026,original,twain,twain,0.718063014,1,1,twain,1
TWAIN_TOM_SAWYER_026__original,TWAIN_TOM_SAWYER_026,original,twain,wilde,0.79503483,0,0,twain,1
TWAIN_TOM_SAWYER_027__original,TWAIN_TOM_SAWYER_027,original,twain,austen,0.708541776,0,0,twain,1
TWAIN_TOM_SAWYER_027__original,TWAIN_TOM_SAWYER_027,original,twain,dickens,0.791290398,0,0,twain,1
TWAIN_TOM_SAWYER_027__original,TWAIN_TOM_SAWYER_027,original,twain,poe,0.909461832,0,0,twain,1
TWAIN_TOM_SAWYER_027__original,TWAIN_TOM_SAWYER_027,original,twain,shelley,0.843099116,0,0,twain,1
TWAIN_TOM_SAWYER_027__original,TWAIN_TOM_SAWYER_027,original,twain,twain,0.612140357,1,1,twain,1
TWAIN_TOM_SAWYER_027__original,TWAIN_TOM_SAWYER_027,original,twain,wilde,0.830013271,0,0,twain,1
TWAIN_TOM_SAWYER_028__original,TWAIN_TOM_SAWYER_028,original,twain,austen,0.946416971,0,0,poe,0
TWAIN_TOM_SAWYER_028__original,TWAIN_TOM_SAWYER_028,original,twain,dickens,0.743877462,0,0,poe,0
TWAIN_TOM_SAWYER_028__original,TWAIN_TOM_SAWYER_028,original,twain,poe,0.742180883,0,1,poe,0
TWAIN_TOM_SAWYER_028__original,TWAIN_TOM_SAWYER_028,original,twain,shelley,0.79562595,0,0,poe,0
TWAIN_TOM_SAWYER_028__original,TWAIN_TOM_SAWYER_028,original,twain,twain,0.805294706,1,0,poe,0
TWAIN_TOM_SAWYER_028__original,TWAIN_TOM_SAWYER_028,original,twain,wilde,0.809587795,0,0,poe,0
TWAIN_TOM_SAWYER_029__original,TWAIN_TOM_SAWYER_029,original,twain,austen,0.767183382,0,0,twain,1
TWAIN_TOM_SAWYER_029__original,TWAIN_TOM_SAWYER_029,original,twain,dickens,0.576634077,0,0,twain,1
TWAIN_TOM_SAWYER_029__original,TWAIN_TOM_SAWYER_029,original,twain,poe,0.806568774,0,0,twain,1
TWAIN_TOM_SAWYER_029__original,TWAIN_TOM_SAWYER_029,original,twain,shelley,0.781484223,0,0,twain,1
TWAIN_TOM_SAWYER_029__original,TWAIN_TOM_SAWYER_029,original,twain,twain,0.564166063,1,1,twain,1
TWAIN_TOM_SAWYER_029__original,TWAIN_TOM_SAWYER_029,original,twain,wilde,0.572343734,0,0,twain,1
TWAIN_TOM_SAWYER_030__original,TWAIN_TOM_SAWYER_030,original,twain,austen,0.953685428,0,0,twain,1
TWAIN_TOM_SAWYER_030__original,TWAIN_TOM_SAWYER_030,original,twain,dickens,0.840741994,0,0,twain,1
TWAIN_TOM_SAWYER_030__original,TWAIN_TOM_SAWYER_030,original,twain,poe,0.998232801,0,0,twain,1
TWAIN_TOM_SAWYER_030__original,TWAIN_TOM_SAWYER_030,original,twain,shelley,0.956976692,0,0,twain,1
TWAIN_TOM_SAWYER_030__original,TWAIN_TOM_SAWYER_030,original,twain,twain,0.700381487,1,1,twain,1
TWAIN_TOM_SAWYER_030__original,TWAIN_TOM_SAWYER_030,original,twain,wilde,0.923555554,0,0,twain,1
WILDE_DORIAN_GRAY_001__original,WILDE_DORIAN_GRAY_001,original,wilde,austen,1.003348481,0,0,wilde,1
WILDE_DORIAN_GRAY_001__original,WILDE_DORIAN_GRAY_001,original,wilde,dickens,0.871118223,0,0,wilde,1
WILDE_DORIAN_GRAY_001__original,WILDE_DORIAN_GRAY_001,original,wilde,poe,0.926708301,0,0,wilde,1
WILDE_DORIAN_GRAY_001__original,WILDE_DORIAN_GRAY_001,original,wilde,shelley,1.00671979,0,0,wilde,1
WILDE_DORIAN_GRAY_001__original,WILDE_DORIAN_GRAY_001,original,wilde,twain,0.919719828,0,0,wilde,1
WILDE_DORIAN_GRAY_001__original,WILDE_DORIAN_GRAY_001,original,wilde,wilde,0.783928149,1,1,wilde,1
WILDE_DORIAN_GRAY_002__original,WILDE_DORIAN_GRAY_002,original,wilde,austen,0.797672329,0,0,wilde,1
WILDE_DORIAN_GRAY_002__original,WILDE_DORIAN_GRAY_002,original,wilde,dickens,0.727920037,0,0,wilde,1
WILDE_DORIAN_GRAY_002__original,WILDE_DORIAN_GRAY_002,original,wilde,poe,0.846464286,0,0,wilde,1
WILDE_DORIAN_GRAY_002__original,WILDE_DORIAN_GRAY_002,original,wilde,shelley,0.828625002,0,0,wilde,1
WILDE_DORIAN_GRAY_002__original,WILDE_DORIAN_GRAY_002,original,wilde,twain,0.823285004,0,0,wilde,1
WILDE_DORIAN_GRAY_002__original,WILDE_DORIAN_GRAY_002,original,wilde,wilde,0.664890713,1,1,wilde,1
WILDE_DORIAN_GRAY_003__original,WILDE_DORIAN_GRAY_003,original,wilde,austen,0.792506925,0,0,dickens,0
WILDE_DORIAN_GRAY_003__original,WILDE_DORIAN_GRAY_003,original,wilde,dickens,0.640931314,0,1,dickens,0
WILDE_DORIAN_GRAY_003__original,WILDE_DORIAN_GRAY_003,original,wilde,poe,0.833811538,0,0,dickens,0
WILDE_DORIAN_GRAY_003__original,WILDE_DORIAN_GRAY_003,original,wilde,shelley,0.766977525,0,0,dickens,0
WILDE_DORIAN_GRAY_003__original,WILDE_DORIAN_GRAY_003,original,wilde,twain,0.786270664,0,0,dickens,0
WILDE_DORIAN_GRAY_003__original,WILDE_DORIAN_GRAY_003,original,wilde,wilde,0.65598418,1,0,dickens,0
WILDE_DORIAN_GRAY_004__original,WILDE_DORIAN_GRAY_004,original,wilde,austen,0.982504973,0,0,twain,0
WILDE_DORIAN_GRAY_004__original,WILDE_DORIAN_GRAY_004,original,wilde,dickens,0.93983822,0,0,twain,0
WILDE_DORIAN_GRAY_004__original,WILDE_DORIAN_GRAY_004,original,wilde,poe,0.983949383,0,0,twain,0
WILDE_DORIAN_GRAY_004__original,WILDE_DORIAN_GRAY_004,original,wilde,shelley,0.966838517,0,0,twain,0
WILDE_DORIAN_GRAY_004__original,WILDE_DORIAN_GRAY_004,original,wilde,twain,0.832301555,0,1,twain,0
WILDE_DORIAN_GRAY_004__original,WILDE_DORIAN_GRAY_004,original,wilde,wilde,0.855172413,1,0,twain,0
WILDE_DORIAN_GRAY_005__original,WILDE_DORIAN_GRAY_005,original,wilde,austen,1.023399218,0,0,twain,0
WILDE_DORIAN_GRAY_005__original,WILDE_DORIAN_GRAY_005,original,wilde,dickens,0.958762808,0,0,twain,0
WILDE_DORIAN_GRAY_005__original,WILDE_DORIAN_GRAY_005,original,wilde,poe,0.990644896,0,0,twain,0
WILDE_DORIAN_GRAY_005__original,WILDE_DORIAN_GRAY_005,original,wilde,shelley,1.065334251,0,0,twain,0
WILDE_DORIAN_GRAY_005__original,WILDE_DORIAN_GRAY_005,original,wilde,twain,0.916645256,0,1,twain,0
WILDE_DORIAN_GRAY_005__original,WILDE_DORIAN_GRAY_005,original,wilde,wilde,0.923448329,1,0,twain,0
WILDE_DORIAN_GRAY_006__original,WILDE_DORIAN_GRAY_006,original,wilde,austen,0.888110406,0,0,wilde,1
WILDE_DORIAN_GRAY_006__original,WILDE_DORIAN_GRAY_006,original,wilde,dickens,0.792668718,0,0,wilde,1
WILDE_DORIAN_GRAY_006__original,WILDE_DORIAN_GRAY_006,original,wilde,poe,0.890009025,0,0,wilde,1
WILDE_DORIAN_GRAY_006__original,WILDE_DORIAN_GRAY_006,original,wilde,shelley,0.841448665,0,0,wilde,1
WILDE_DORIAN_GRAY_006__original,WILDE_DORIAN_GRAY_006,original,wilde,twain,0.860211609,0,0,wilde,1
WILDE_DORIAN_GRAY_006__original,WILDE_DORIAN_GRAY_006,original,wilde,wilde,0.751515364,1,1,wilde,1
WILDE_DORIAN_GRAY_007__original,WILDE_DORIAN_GRAY_007,original,wilde,austen,0.690375041,0,0,shelley,0
WILDE_DORIAN_GRAY_007__original,WILDE_DORIAN_GRAY_007,original,wilde,dickens,0.684802239,0,0,shelley,0
WILDE_DORIAN_GRAY_007__original,WILDE_DORIAN_GRAY_007,original,wilde,poe,0.756070951,0,0,shelley,0
WILDE_DORIAN_GRAY_007__original,WILDE_DORIAN_GRAY_007,original,wilde,shelley,0.640200393,0,1,shelley,0
WILDE_DORIAN_GRAY_007__original,WILDE_DORIAN_GRAY_007,original,wilde,twain,0.66385616,0,0,shelley,0
WILDE_DORIAN_GRAY_007__original,WILDE_DORIAN_GRAY_007,original,wilde,wilde,0.643831329,1,0,shelley,0
WILDE_DORIAN_GRAY_008__original,WILDE_DORIAN_GRAY_008,original,wilde,austen,0.734522735,0,1,austen,0
WILDE_DORIAN_GRAY_008__original,WILDE_DORIAN_GRAY_008,original,wilde,dickens,0.786961824,0,0,austen,0
WILDE_DORIAN_GRAY_008__original,WILDE_DORIAN_GRAY_008,original,wilde,poe,0.952988365,0,0,austen,0
WILDE_DORIAN_GRAY_008__original,WILDE_DORIAN_GRAY_008,original,wilde,shelley,0.864381602,0,0,austen,0
WILDE_DORIAN_GRAY_008__original,WILDE_DORIAN_GRAY_008,original,wilde,twain,0.803077519,0,0,austen,0
WILDE_DORIAN_GRAY_008__original,WILDE_DORIAN_GRAY_008,original,wilde,wilde,0.737044198,1,0,austen,0
WILDE_DORIAN_GRAY_009__original,WILDE_DORIAN_GRAY_009,original,wilde,austen,0.685213673,0,0,wilde,1
WILDE_DORIAN_GRAY_009__original,WILDE_DORIAN_GRAY_009,original,wilde,dickens,0.725118044,0,0,wilde,1
WILDE_DORIAN_GRAY_009__original,WILDE_DORIAN_GRAY_009,original,wilde,poe,0.877480884,0,0,wilde,1
WILDE_DORIAN_GRAY_009__original,WILDE_DORIAN_GRAY_009,original,wilde,shelley,0.852757603,0,0,wilde,1
WILDE_DORIAN_GRAY_009__original,WILDE_DORIAN_GRAY_009,original,wilde,twain,0.72954197,0,0,wilde,1
WILDE_DORIAN_GRAY_009__original,WILDE_DORIAN_GRAY_009,original,wilde,wilde,0.6512089,1,1,wilde,1
WILDE_DORIAN_GRAY_010__original,WILDE_DORIAN_GRAY_010,original,wilde,austen,1.138849817,0,0,wilde,1
WILDE_DORIAN_GRAY_010__original,WILDE_DORIAN_GRAY_010,original,wilde,dickens,1.080797757,0,0,wilde,1
WILDE_DORIAN_GRAY_010__original,WILDE_DORIAN_GRAY_010,original,wilde,poe,1.079697993,0,0,wilde,1
WILDE_DORIAN_GRAY_010__original,WILDE_DORIAN_GRAY_010,original,wilde,shelley,1.123774499,0,0,wilde,1
WILDE_DORIAN_GRAY_010__original,WILDE_DORIAN_GRAY_010,original,wilde,twain,1.072170016,0,0,wilde,1
WILDE_DORIAN_GRAY_010__original,WILDE_DORIAN_GRAY_010,original,wilde,wilde,1.019708031,1,1,wilde,1
WILDE_DORIAN_GRAY_011__original,WILDE_DORIAN_GRAY_011,original,wilde,austen,0.76726007,0,0,wilde,1
WILDE_DORIAN_GRAY_011__original,WILDE_DORIAN_GRAY_011,original,wilde,dickens,0.765584941,0,0,wilde,1
WILDE_DORIAN_GRAY_011__original,WILDE_DORIAN_GRAY_011,original,wilde,poe,0.884786659,0,0,wilde,1
WILDE_DORIAN_GRAY_011__original,WILDE_DORIAN_GRAY_011,original,wilde,shelley,0.853917508,0,0,wilde,1
WILDE_DORIAN_GRAY_011__original,WILDE_DORIAN_GRAY_011,original,wilde,twain,0.832136108,0,0,wilde,1
WILDE_DORIAN_GRAY_011__original,WILDE_DORIAN_GRAY_011,original,wilde,wilde,0.731216347,1,1,wilde,1
WILDE_DORIAN_GRAY_012__original,WILDE_DORIAN_GRAY_012,original,wilde,austen,0.768944106,0,0,wilde,1
WILDE_DORIAN_GRAY_012__original,WILDE_DORIAN_GRAY_012,original,wilde,dickens,0.68167348,0,0,wilde,1
WILDE_DORIAN_GRAY_012__original,WILDE_DORIAN_GRAY_012,original,wilde,poe,0.869300112,0,0,wilde,1
WILDE_DORIAN_GRAY_012__original,WILDE_DORIAN_GRAY_012,original,wilde,shelley,0.812508025,0,0,wilde,1
WILDE_DORIAN_GRAY_012__original,WILDE_DORIAN_GRAY_012,original,wilde,twain,0.750132338,0,0,wilde,1
WILDE_DORIAN_GRAY_012__original,WILDE_DORIAN_GRAY_012,original,wilde,wilde,0.615865423,1,1,wilde,1
WILDE_DORIAN_GRAY_013__original,WILDE_DORIAN_GRAY_013,original,wilde,austen,0.807439192,0,1,austen,0
WILDE_DORIAN_GRAY_013__original,WILDE_DORIAN_GRAY_013,original,wilde,dickens,0.850751086,0,0,austen,0
WILDE_DORIAN_GRAY_013__original,WILDE_DORIAN_GRAY_013,original,wilde,poe,0.899560513,0,0,austen,0
WILDE_DORIAN_GRAY_013__original,WILDE_DORIAN_GRAY_013,original,wilde,shelley,0.897698686,0,0,austen,0
WILDE_DORIAN_GRAY_013__original,WILDE_DORIAN_GRAY_013,original,wilde,twain,0.866594295,0,0,austen,0
WILDE_DORIAN_GRAY_013__original,WILDE_DORIAN_GRAY_013,original,wilde,wilde,0.821687185,1,0,austen,0
WILDE_DORIAN_GRAY_014__original,WILDE_DORIAN_GRAY_014,original,wilde,austen,0.746409085,0,0,wilde,1
WILDE_DORIAN_GRAY_014__original,WILDE_DORIAN_GRAY_014,original,wilde,dickens,0.697598453,0,0,wilde,1
WILDE_DORIAN_GRAY_014__original,WILDE_DORIAN_GRAY_014,original,wilde,poe,0.880949375,0,0,wilde,1
WILDE_DORIAN_GRAY_014__original,WILDE_DORIAN_GRAY_014,original,wilde,shelley,0.831976802,0,0,wilde,1
WILDE_DORIAN_GRAY_014__original,WILDE_DORIAN_GRAY_014,original,wilde,twain,0.712319834,0,0,wilde,1
WILDE_DORIAN_GRAY_014__original,WILDE_DORIAN_GRAY_014,original,wilde,wilde,0.627659228,1,1,wilde,1
WILDE_DORIAN_GRAY_015__original,WILDE_DORIAN_GRAY_015,original,wilde,austen,0.834179764,0,1,austen,0
WILDE_DORIAN_GRAY_015__original,WILDE_DORIAN_GRAY_015,original,wilde,dickens,0.869423857,0,0,austen,0
WILDE_DORIAN_GRAY_015__original,WILDE_DORIAN_GRAY_015,original,wilde,poe,0.94556858,0,0,austen,0
WILDE_DORIAN_GRAY_015__original,WILDE_DORIAN_GRAY_015,original,wilde,shelley,0.924904372,0,0,austen,0
WILDE_DORIAN_GRAY_015__original,WILDE_DORIAN_GRAY_015,original,wilde,twain,0.92963682,0,0,austen,0
WILDE_DORIAN_GRAY_015__original,WILDE_DORIAN_GRAY_015,original,wilde,wilde,0.844689059,1,0,austen,0
WILDE_DORIAN_GRAY_016__original,WILDE_DORIAN_GRAY_016,original,wilde,austen,0.914296943,0,0,wilde,1
WILDE_DORIAN_GRAY_016__original,WILDE_DORIAN_GRAY_016,original,wilde,dickens,0.846419335,0,0,wilde,1
WILDE_DORIAN_GRAY_016__original,WILDE_DORIAN_GRAY_016,original,wilde,poe,0.953460241,0,0,wilde,1
WILDE_DORIAN_GRAY_016__original,WILDE_DORIAN_GRAY_016,original,wilde,shelley,0.948453637,0,0,wilde,1
WILDE_DORIAN_GRAY_016__original,WILDE_DORIAN_GRAY_016,original,wilde,twain,0.946051295,0,0,wilde,1
WILDE_DORIAN_GRAY_016__original,WILDE_DORIAN_GRAY_016,original,wilde,wilde,0.738918756,1,1,wilde,1
WILDE_DORIAN_GRAY_017__original,WILDE_DORIAN_GRAY_017,original,wilde,austen,0.91039163,0,0,wilde,1
WILDE_DORIAN_GRAY_017__original,WILDE_DORIAN_GRAY_017,original,wilde,dickens,0.738440144,0,0,wilde,1
WILDE_DORIAN_GRAY_017__original,WILDE_DORIAN_GRAY_017,original,wilde,poe,0.773570151,0,0,wilde,1
WILDE_DORIAN_GRAY_017__original,WILDE_DORIAN_GRAY_017,original,wilde,shelley,0.771710226,0,0,wilde,1
WILDE_DORIAN_GRAY_017__original,WILDE_DORIAN_GRAY_017,original,wilde,twain,0.765126347,0,0,wilde,1
WILDE_DORIAN_GRAY_017__original,WILDE_DORIAN_GRAY_017,original,wilde,wilde,0.660043835,1,1,wilde,1
WILDE_DORIAN_GRAY_018__original,WILDE_DORIAN_GRAY_018,original,wilde,austen,0.977579403,0,0,poe,0
WILDE_DORIAN_GRAY_018__original,WILDE_DORIAN_GRAY_018,original,wilde,dickens,0.894772015,0,0,poe,0
WILDE_DORIAN_GRAY_018__original,WILDE_DORIAN_GRAY_018,original,wilde,poe,0.841911616,0,1,poe,0
WILDE_DORIAN_GRAY_018__original,WILDE_DORIAN_GRAY_018,original,wilde,shelley,0.95495194,0,0,poe,0
WILDE_DORIAN_GRAY_018__original,WILDE_DORIAN_GRAY_018,original,wilde,twain,1.022146513,0,0,poe,0
WILDE_DORIAN_GRAY_018__original,WILDE_DORIAN_GRAY_018,original,wilde,wilde,0.864982758,1,0,poe,0
WILDE_DORIAN_GRAY_019__original,WILDE_DORIAN_GRAY_019,original,wilde,austen,1.108486155,0,0,shelley,0
WILDE_DORIAN_GRAY_019__original,WILDE_DORIAN_GRAY_019,original,wilde,dickens,0.933384163,0,0,shelley,0
WILDE_DORIAN_GRAY_019__original,WILDE_DORIAN_GRAY_019,original,wilde,poe,0.852974311,0,0,shelley,0
WILDE_DORIAN_GRAY_019__original,WILDE_DORIAN_GRAY_019,original,wilde,shelley,0.843093574,0,1,shelley,0
WILDE_DORIAN_GRAY_019__original,WILDE_DORIAN_GRAY_019,original,wilde,twain,1.005618167,0,0,shelley,0
WILDE_DORIAN_GRAY_019__original,WILDE_DORIAN_GRAY_019,original,wilde,wilde,0.949805014,1,0,shelley,0
WILDE_DORIAN_GRAY_020__original,WILDE_DORIAN_GRAY_020,original,wilde,austen,1.246454707,0,0,dickens,0
WILDE_DORIAN_GRAY_020__original,WILDE_DORIAN_GRAY_020,original,wilde,dickens,1.037891359,0,1,dickens,0
WILDE_DORIAN_GRAY_020__original,WILDE_DORIAN_GRAY_020,original,wilde,poe,1.123989778,0,0,dickens,0
WILDE_DORIAN_GRAY_020__original,WILDE_DORIAN_GRAY_020,original,wilde,shelley,1.14373321,0,0,dickens,0
WILDE_DORIAN_GRAY_020__original,WILDE_DORIAN_GRAY_020,original,wilde,twain,1.129261578,0,0,dickens,0
WILDE_DORIAN_GRAY_020__original,WILDE_DORIAN_GRAY_020,original,wilde,wilde,1.065134982,1,0,dickens,0
WILDE_DORIAN_GRAY_021__original,WILDE_DORIAN_GRAY_021,original,wilde,austen,0.863519451,0,0,wilde,1
WILDE_DORIAN_GRAY_021__original,WILDE_DORIAN_GRAY_021,original,wilde,dickens,0.678321317,0,0,wilde,1
WILDE_DORIAN_GRAY_021__original,WILDE_DORIAN_GRAY_021,original,wilde,poe,0.810014264,0,0,wilde,1
WILDE_DORIAN_GRAY_021__original,WILDE_DORIAN_GRAY_021,original,wilde,shelley,0.75986376,0,0,wilde,1
WILDE_DORIAN_GRAY_021__original,WILDE_DORIAN_GRAY_021,original,wilde,twain,0.76188061,0,0,wilde,1
WILDE_DORIAN_GRAY_021__original,WILDE_DORIAN_GRAY_021,original,wilde,wilde,0.619087819,1,1,wilde,1
WILDE_DORIAN_GRAY_022__original,WILDE_DORIAN_GRAY_022,original,wilde,austen,0.945979613,0,0,wilde,1
WILDE_DORIAN_GRAY_022__original,WILDE_DORIAN_GRAY_022,original,wilde,dickens,0.750649255,0,0,wilde,1
WILDE_DORIAN_GRAY_022__original,WILDE_DORIAN_GRAY_022,original,wilde,poe,0.895224943,0,0,wilde,1
WILDE_DORIAN_GRAY_022__original,WILDE_DORIAN_GRAY_022,original,wilde,shelley,0.891775436,0,0,wilde,1
WILDE_DORIAN_GRAY_022__original,WILDE_DORIAN_GRAY_022,original,wilde,twain,0.781195479,0,0,wilde,1
WILDE_DORIAN_GRAY_022__original,WILDE_DORIAN_GRAY_022,original,wilde,wilde,0.702698359,1,1,wilde,1
WILDE_DORIAN_GRAY_023__original,WILDE_DORIAN_GRAY_023,original,wilde,austen,1.154967697,0,1,austen,0
WILDE_DORIAN_GRAY_023__original,WILDE_DORIAN_GRAY_023,original,wilde,dickens,1.221436245,0,0,austen,0
WILDE_DORIAN_GRAY_023__original,WILDE_DORIAN_GRAY_023,original,wilde,poe,1.331821496,0,0,austen,0
WILDE_DORIAN_GRAY_023__original,WILDE_DORIAN_GRAY_023,original,wilde,shelley,1.328038043,0,0,austen,0
WILDE_DORIAN_GRAY_023__original,WILDE_DORIAN_GRAY_023,original,wilde,twain,1.302733951,0,0,austen,0
WILDE_DORIAN_GRAY_023__original,WILDE_DORIAN_GRAY_023,original,wilde,wilde,1.199599734,1,0,austen,0
WILDE_DORIAN_GRAY_024__original,WILDE_DORIAN_GRAY_024,original,wilde,austen,0.755911142,0,0,wilde,1
WILDE_DORIAN_GRAY_024__original,WILDE_DORIAN_GRAY_024,original,wilde,dickens,0.749241098,0,0,wilde,1
WILDE_DORIAN_GRAY_024__original,WILDE_DORIAN_GRAY_024,original,wilde,poe,0.888873354,0,0,wilde,1
WILDE_DORIAN_GRAY_024__original,WILDE_DORIAN_GRAY_024,original,wilde,shelley,0.878726351,0,0,wilde,1
WILDE_DORIAN_GRAY_024__original,WILDE_DORIAN_GRAY_024,original,wilde,twain,0.802578137,0,0,wilde,1
